model,panel,level,step,tokens,params,sf_y_swap,score_mode,category,n,correct,accuracy
emender,reasoning,E97,86000,704512000,1286589072,1,full-sequence,bbh_tracking_shuffled_objects_five_objects,144,27,0.187500
emender,reasoning,E97,86000,704512000,1286589072,1,full-sequence,bbh_tracking_shuffled_objects_seven_objects,151,24,0.158940
emender,reasoning,E97,86000,704512000,1286589072,1,full-sequence,bbh_tracking_shuffled_objects_three_objects,150,46,0.306667
emender,reasoning,E97,86000,704512000,1286589072,1,full-sequence,bbh_web_of_lies,140,81,0.578571
emender,reasoning,E97,86000,704512000,1286589072,1,full-sequence,folio,147,51,0.346939
emender,reasoning,E97,86000,704512000,1286589072,1,full-sequence,reclor,141,24,0.170213
emender,knowledge,E97,107500,880640000,1286589072,1,full-sequence,__overall__,300,86,0.286667
emender,knowledge,E97,107500,880640000,1286589072,1,full-sequence,arc_challenge,50,13,0.260000
emender,knowledge,E97,107500,880640000,1286589072,1,full-sequence,arc_easy,50,13,0.260000
emender,knowledge,E97,107500,880640000,1286589072,1,full-sequence,boolq,50,19,0.380000
emender,knowledge,E97,107500,880640000,1286589072,1,full-sequence,hellaswag,50,13,0.260000
emender,knowledge,E97,107500,880640000,1286589072,1,full-sequence,openbookqa,50,10,0.200000
emender,knowledge,E97,107500,880640000,1286589072,1,full-sequence,sciq,50,18,0.360000
emender,reasoning,E97,107500,880640000,1286589072,1,full-sequence,__overall__,2048,646,0.315430
emender,reasoning,E97,107500,880640000,1286589072,1,full-sequence,bbh_boolean_expressions,151,70,0.463576
emender,reasoning,E97,107500,880640000,1286589072,1,full-sequence,bbh_causal_judgement,143,73,0.510490
emender,reasoning,E97,107500,880640000,1286589072,1,full-sequence,bbh_date_understanding,146,30,0.205479
emender,reasoning,E97,107500,880640000,1286589072,1,full-sequence,bbh_disambiguation_qa,145,47,0.324138
emender,reasoning,E97,107500,880640000,1286589072,1,full-sequence,bbh_formal_fallacies,147,76,0.517007
emender,reasoning,E97,107500,880640000,1286589072,1,full-sequence,bbh_logical_deduction_five_objects,146,29,0.198630
emender,reasoning,E97,107500,880640000,1286589072,1,full-sequence,bbh_logical_deduction_seven_objects,150,28,0.186667
emender,reasoning,E97,107500,880640000,1286589072,1,full-sequence,bbh_logical_deduction_three_objects,147,44,0.299320
emender,reasoning,E97,107500,880640000,1286589072,1,full-sequence,bbh_tracking_shuffled_objects_five_objects,144,24,0.166667
emender,reasoning,E97,107500,880640000,1286589072,1,full-sequence,bbh_tracking_shuffled_objects_seven_objects,151,21,0.139073
emender,reasoning,E97,107500,880640000,1286589072,1,full-sequence,bbh_tracking_shuffled_objects_three_objects,150,48,0.320000
emender,reasoning,E97,107500,880640000,1286589072,1,full-sequence,bbh_web_of_lies,140,78,0.557143
emender,reasoning,E97,107500,880640000,1286589072,1,full-sequence,folio,147,51,0.346939
emender,reasoning,E97,107500,880640000,1286589072,1,full-sequence,reclor,141,27,0.191489
gdn2,knowledge,gdn2-mlp,25000,204800000,1286713448,1,full-sequence,__overall__,300,87,0.290000
gdn2,knowledge,gdn2-mlp,25000,204800000,1286713448,1,full-sequence,arc_challenge,50,12,0.240000
gdn2,knowledge,gdn2-mlp,25000,204800000,1286713448,1,full-sequence,arc_easy,50,12,0.240000
gdn2,knowledge,gdn2-mlp,25000,204800000,1286713448,1,full-sequence,boolq,50,26,0.520000
gdn2,knowledge,gdn2-mlp,25000,204800000,1286713448,1,full-sequence,hellaswag,50,9,0.180000
gdn2,knowledge,gdn2-mlp,25000,204800000,1286713448,1,full-sequence,openbookqa,50,13,0.260000
gdn2,knowledge,gdn2-mlp,25000,204800000,1286713448,1,full-sequence,sciq,50,15,0.300000
gdn2,reasoning,gdn2-mlp,25000,204800000,1286713448,1,full-sequence,__overall__,2048,644,0.314453
gdn2,reasoning,gdn2-mlp,25000,204800000,1286713448,1,full-sequence,bbh_boolean_expressions,151,78,0.516556
gdn2,reasoning,gdn2-mlp,25000,204800000,1286713448,1,full-sequence,bbh_causal_judgement,143,69,0.482517
gdn2,reasoning,gdn2-mlp,25000,204800000,1286713448,1,full-sequence,bbh_date_understanding,146,18,0.123288
gdn2,reasoning,gdn2-mlp,25000,204800000,1286713448,1,full-sequence,bbh_disambiguation_qa,145,66,0.455172
gdn2,reasoning,gdn2-mlp,25000,204800000,1286713448,1,full-sequence,bbh_formal_fallacies,147,71,0.482993
gdn2,reasoning,gdn2-mlp,25000,204800000,1286713448,1,full-sequence,bbh_logical_deduction_five_objects,146,28,0.191781
gdn2,reasoning,gdn2-mlp,25000,204800000,1286713448,1,full-sequence,bbh_logical_deduction_seven_objects,150,22,0.146667
gdn2,reasoning,gdn2-mlp,25000,204800000,1286713448,1,full-sequence,bbh_logical_deduction_three_objects,147,43,0.292517
gdn2,reasoning,gdn2-mlp,25000,204800000,1286713448,1,full-sequence,bbh_tracking_shuffled_objects_five_objects,144,24,0.166667
gdn2,reasoning,gdn2-mlp,25000,204800000,1286713448,1,full-sequence,bbh_tracking_shuffled_objects_seven_objects,151,22,0.145695
gdn2,reasoning,gdn2-mlp,25000,204800000,1286713448,1,full-sequence,bbh_tracking_shuffled_objects_three_objects,150,46,0.306667
gdn2,reasoning,gdn2-mlp,25000,204800000,1286713448,1,full-sequence,bbh_web_of_lies,140,81,0.578571
gdn2,reasoning,gdn2-mlp,25000,204800000,1286713448,1,full-sequence,folio,147,51,0.346939
gdn2,reasoning,gdn2-mlp,25000,204800000,1286713448,1,full-sequence,reclor,141,25,0.177305
gdn2,knowledge,gdn2-mlp,50000,409600000,1286713448,1,full-sequence,__overall__,300,89,0.296667
gdn2,knowledge,gdn2-mlp,50000,409600000,1286713448,1,full-sequence,arc_challenge,50,18,0.360000
gdn2,knowledge,gdn2-mlp,50000,409600000,1286713448,1,full-sequence,arc_easy,50,12,0.240000
gdn2,knowledge,gdn2-mlp,50000,409600000,1286713448,1,full-sequence,boolq,50,24,0.480000
gdn2,knowledge,gdn2-mlp,50000,409600000,1286713448,1,full-sequence,hellaswag,50,9,0.180000
gdn2,knowledge,gdn2-mlp,50000,409600000,1286713448,1,full-sequence,openbookqa,50,11,0.220000
gdn2,knowledge,gdn2-mlp,50000,409600000,1286713448,1,full-sequence,sciq,50,15,0.300000
gdn2,reasoning,gdn2-mlp,50000,409600000,1286713448,1,full-sequence,__overall__,2048,650,0.317383
gdn2,reasoning,gdn2-mlp,50000,409600000,1286713448,1,full-sequence,bbh_boolean_expressions,151,77,0.509934
gdn2,reasoning,gdn2-mlp,50000,409600000,1286713448,1,full-sequence,bbh_causal_judgement,143,72,0.503497
gdn2,reasoning,gdn2-mlp,50000,409600000,1286713448,1,full-sequence,bbh_date_understanding,146,30,0.205479
gdn2,reasoning,gdn2-mlp,50000,409600000,1286713448,1,full-sequence,bbh_disambiguation_qa,145,61,0.420690
gdn2,reasoning,gdn2-mlp,50000,409600000,1286713448,1,full-sequence,bbh_formal_fallacies,147,71,0.482993
gdn2,reasoning,gdn2-mlp,50000,409600000,1286713448,1,full-sequence,bbh_logical_deduction_five_objects,146,25,0.171233
gdn2,reasoning,gdn2-mlp,50000,409600000,1286713448,1,full-sequence,bbh_logical_deduction_seven_objects,150,25,0.166667
gdn2,reasoning,gdn2-mlp,50000,409600000,1286713448,1,full-sequence,bbh_logical_deduction_three_objects,147,50,0.340136
gdn2,reasoning,gdn2-mlp,50000,409600000,1286713448,1,full-sequence,bbh_tracking_shuffled_objects_five_objects,144,25,0.173611
gdn2,reasoning,gdn2-mlp,50000,409600000,1286713448,1,full-sequence,bbh_tracking_shuffled_objects_seven_objects,151,19,0.125828
gdn2,reasoning,gdn2-mlp,50000,409600000,1286713448,1,full-sequence,bbh_tracking_shuffled_objects_three_objects,150,44,0.293333
gdn2,reasoning,gdn2-mlp,50000,409600000,1286713448,1,full-sequence,bbh_web_of_lies,140,70,0.500000
gdn2,reasoning,gdn2-mlp,50000,409600000,1286713448,1,full-sequence,folio,147,51,0.346939
gdn2,reasoning,gdn2-mlp,50000,409600000,1286713448,1,full-sequence,reclor,141,30,0.212766
gdn2,knowledge,gdn2-mlp,75000,614400000,1286713448,1,full-sequence,__overall__,300,85,0.283333
gdn2,knowledge,gdn2-mlp,75000,614400000,1286713448,1,full-sequence,arc_challenge,50,15,0.300000
gdn2,knowledge,gdn2-mlp,75000,614400000,1286713448,1,full-sequence,arc_easy,50,12,0.240000
gdn2,knowledge,gdn2-mlp,75000,614400000,1286713448,1,full-sequence,boolq,50,23,0.460000
gdn2,knowledge,gdn2-mlp,75000,614400000,1286713448,1,full-sequence,hellaswag,50,10,0.200000
gdn2,knowledge,gdn2-mlp,75000,614400000,1286713448,1,full-sequence,openbookqa,50,10,0.200000
gdn2,knowledge,gdn2-mlp,75000,614400000,1286713448,1,full-sequence,sciq,50,15,0.300000
gdn2,reasoning,gdn2-mlp,75000,614400000,1286713448,1,full-sequence,__overall__,2048,645,0.314941
gdn2,reasoning,gdn2-mlp,75000,614400000,1286713448,1,full-sequence,bbh_boolean_expressions,151,73,0.483444
gdn2,reasoning,gdn2-mlp,75000,614400000,1286713448,1,full-sequence,bbh_causal_judgement,143,74,0.517483
gdn2,reasoning,gdn2-mlp,75000,614400000,1286713448,1,full-sequence,bbh_date_understanding,146,33,0.226027
gdn2,reasoning,gdn2-mlp,75000,614400000,1286713448,1,full-sequence,bbh_disambiguation_qa,145,54,0.372414
gdn2,reasoning,gdn2-mlp,75000,614400000,1286713448,1,full-sequence,bbh_formal_fallacies,147,67,0.455782
gdn2,reasoning,gdn2-mlp,75000,614400000,1286713448,1,full-sequence,bbh_logical_deduction_five_objects,146,24,0.164384
gdn2,reasoning,gdn2-mlp,75000,614400000,1286713448,1,full-sequence,bbh_logical_deduction_seven_objects,150,28,0.186667
gdn2,reasoning,gdn2-mlp,75000,614400000,1286713448,1,full-sequence,bbh_logical_deduction_three_objects,147,54,0.367347
gdn2,reasoning,gdn2-mlp,75000,614400000,1286713448,1,full-sequence,bbh_tracking_shuffled_objects_five_objects,144,25,0.173611
gdn2,reasoning,gdn2-mlp,75000,614400000,1286713448,1,full-sequence,bbh_tracking_shuffled_objects_seven_objects,151,18,0.119205
gdn2,reasoning,gdn2-mlp,75000,614400000,1286713448,1,full-sequence,bbh_tracking_shuffled_objects_three_objects,150,51,0.340000
gdn2,reasoning,gdn2-mlp,75000,614400000,1286713448,1,full-sequence,bbh_web_of_lies,140,64,0.457143
gdn2,reasoning,gdn2-mlp,75000,614400000,1286713448,1,full-sequence,folio,147,50,0.340136
gdn2,reasoning,gdn2-mlp,75000,614400000,1286713448,1,full-sequence,reclor,141,30,0.212766
gdn2,knowledge,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,__overall__,300,86,0.286667
gdn2,knowledge,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,arc_challenge,50,16,0.320000
gdn2,knowledge,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,arc_easy,50,14,0.280000
gdn2,knowledge,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,boolq,50,18,0.360000
gdn2,knowledge,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,hellaswag,50,9,0.180000
gdn2,knowledge,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,openbookqa,50,15,0.300000
gdn2,knowledge,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,sciq,50,14,0.280000
gdn2,reasoning,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,__overall__,2048,618,0.301758
gdn2,reasoning,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,bbh_boolean_expressions,151,66,0.437086
gdn2,reasoning,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,bbh_causal_judgement,143,74,0.517483
gdn2,reasoning,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,bbh_date_understanding,146,25,0.171233
gdn2,reasoning,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,bbh_disambiguation_qa,145,55,0.379310
gdn2,reasoning,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,bbh_formal_fallacies,147,65,0.442177
gdn2,reasoning,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,bbh_logical_deduction_five_objects,146,27,0.184932
gdn2,reasoning,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,bbh_logical_deduction_seven_objects,150,23,0.153333
gdn2,reasoning,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,bbh_logical_deduction_three_objects,147,49,0.333333
gdn2,reasoning,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,bbh_tracking_shuffled_objects_five_objects,144,23,0.159722
gdn2,reasoning,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,bbh_tracking_shuffled_objects_seven_objects,151,19,0.125828
gdn2,reasoning,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,bbh_tracking_shuffled_objects_three_objects,150,47,0.313333
gdn2,reasoning,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,bbh_web_of_lies,140,67,0.478571
gdn2,reasoning,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,folio,147,49,0.333333
gdn2,reasoning,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,reclor,141,29,0.205674
gdn2,knowledge,gdn2-mlp,125000,1024000000,1286713448,1,full-sequence,__overall__,300,86,0.286667
gdn2,knowledge,gdn2-mlp,125000,1024000000,1286713448,1,full-sequence,arc_challenge,50,16,0.320000
gdn2,knowledge,gdn2-mlp,125000,1024000000,1286713448,1,full-sequence,arc_easy,50,15,0.300000
gdn2,knowledge,gdn2-mlp,125000,1024000000,1286713448,1,full-sequence,boolq,50,19,0.380000
gdn2,knowledge,gdn2-mlp,125000,1024000000,1286713448,1,full-sequence,hellaswag,50,10,0.200000
gdn2,knowledge,gdn2-mlp,125000,1024000000,1286713448,1,full-sequence,openbookqa,50,12,0.240000
gdn2,knowledge,gdn2-mlp,125000,1024000000,1286713448,1,full-sequence,sciq,50,14,0.280000
gdn2,reasoning,gdn2-mlp,125000,1024000000,1286713448,1,full-sequence,__overall__,2048,652,0.318359
gdn2,reasoning,gdn2-mlp,125000,1024000000,1286713448,1,full-sequence,bbh_boolean_expressions,151,80,0.529801
gdn2,reasoning,gdn2-mlp,125000,1024000000,1286713448,1,full-sequence,bbh_causal_judgement,143,73,0.510490
gdn2,reasoning,gdn2-mlp,125000,1024000000,1286713448,1,full-sequence,bbh_date_understanding,146,28,0.191781
gdn2,reasoning,gdn2-mlp,125000,1024000000,1286713448,1,full-sequence,bbh_disambiguation_qa,145,49,0.337931
gdn2,reasoning,gdn2-mlp,125000,1024000000,1286713448,1,full-sequence,bbh_formal_fallacies,147,74,0.503401
gdn2,reasoning,gdn2-mlp,125000,1024000000,1286713448,1,full-sequence,bbh_logical_deduction_five_objects,146,29,0.198630
gdn2,reasoning,gdn2-mlp,125000,1024000000,1286713448,1,full-sequence,bbh_logical_deduction_seven_objects,150,28,0.186667
gdn2,reasoning,gdn2-mlp,125000,1024000000,1286713448,1,full-sequence,bbh_logical_deduction_three_objects,147,50,0.340136
gdn2,reasoning,gdn2-mlp,125000,1024000000,1286713448,1,full-sequence,bbh_tracking_shuffled_objects_five_objects,144,25,0.173611
gdn2,reasoning,gdn2-mlp,125000,1024000000,1286713448,1,full-sequence,bbh_tracking_shuffled_objects_seven_objects,151,19,0.125828
gdn2,reasoning,gdn2-mlp,125000,1024000000,1286713448,1,full-sequence,bbh_tracking_shuffled_objects_three_objects,150,42,0.280000
gdn2,reasoning,gdn2-mlp,125000,1024000000,1286713448,1,full-sequence,bbh_web_of_lies,140,77,0.550000
gdn2,reasoning,gdn2-mlp,125000,1024000000,1286713448,1,full-sequence,folio,147,50,0.340136
gdn2,reasoning,gdn2-mlp,125000,1024000000,1286713448,1,full-sequence,reclor,141,28,0.198582
emender,knowledge,E97,129000,1056768000,1286589072,1,full-sequence,__overall__,300,88,0.293333
emender,knowledge,E97,129000,1056768000,1286589072,1,full-sequence,arc_challenge,50,11,0.220000
emender,knowledge,E97,129000,1056768000,1286589072,1,full-sequence,arc_easy,50,13,0.260000
emender,knowledge,E97,129000,1056768000,1286589072,1,full-sequence,boolq,50,24,0.480000
emender,knowledge,E97,129000,1056768000,1286589072,1,full-sequence,hellaswag,50,14,0.280000
emender,knowledge,E97,129000,1056768000,1286589072,1,full-sequence,openbookqa,50,8,0.160000
emender,knowledge,E97,129000,1056768000,1286589072,1,full-sequence,sciq,50,18,0.360000
emender,reasoning,E97,129000,1056768000,1286589072,1,full-sequence,__overall__,2048,659,0.321777
emender,reasoning,E97,129000,1056768000,1286589072,1,full-sequence,bbh_boolean_expressions,151,78,0.516556
emender,reasoning,E97,129000,1056768000,1286589072,1,full-sequence,bbh_causal_judgement,143,66,0.461538
emender,reasoning,E97,129000,1056768000,1286589072,1,full-sequence,bbh_date_understanding,146,43,0.294521
emender,reasoning,E97,129000,1056768000,1286589072,1,full-sequence,bbh_disambiguation_qa,145,48,0.331034
emender,reasoning,E97,129000,1056768000,1286589072,1,full-sequence,bbh_formal_fallacies,147,76,0.517007
emender,reasoning,E97,129000,1056768000,1286589072,1,full-sequence,bbh_logical_deduction_five_objects,146,29,0.198630
emender,reasoning,E97,129000,1056768000,1286589072,1,full-sequence,bbh_logical_deduction_seven_objects,150,25,0.166667
emender,reasoning,E97,129000,1056768000,1286589072,1,full-sequence,bbh_logical_deduction_three_objects,147,49,0.333333
emender,reasoning,E97,129000,1056768000,1286589072,1,full-sequence,bbh_tracking_shuffled_objects_five_objects,144,26,0.180556
emender,reasoning,E97,129000,1056768000,1286589072,1,full-sequence,bbh_tracking_shuffled_objects_seven_objects,151,19,0.125828
emender,reasoning,E97,129000,1056768000,1286589072,1,full-sequence,bbh_tracking_shuffled_objects_three_objects,150,42,0.280000
emender,reasoning,E97,129000,1056768000,1286589072,1,full-sequence,bbh_web_of_lies,140,80,0.571429
emender,reasoning,E97,129000,1056768000,1286589072,1,full-sequence,folio,147,51,0.346939
emender,reasoning,E97,129000,1056768000,1286589072,1,full-sequence,reclor,141,27,0.191489
emender,knowledge,E97,150500,1232896000,1286589072,1,full-sequence,__overall__,300,86,0.286667
emender,knowledge,E97,150500,1232896000,1286589072,1,full-sequence,arc_challenge,50,13,0.260000
emender,knowledge,E97,150500,1232896000,1286589072,1,full-sequence,arc_easy,50,9,0.180000
emender,knowledge,E97,150500,1232896000,1286589072,1,full-sequence,boolq,50,23,0.460000
emender,knowledge,E97,150500,1232896000,1286589072,1,full-sequence,hellaswag,50,12,0.240000
emender,knowledge,E97,150500,1232896000,1286589072,1,full-sequence,openbookqa,50,13,0.260000
emender,knowledge,E97,150500,1232896000,1286589072,1,full-sequence,sciq,50,16,0.320000
emender,reasoning,E97,150500,1232896000,1286589072,1,full-sequence,__overall__,2048,662,0.323242
emender,reasoning,E97,150500,1232896000,1286589072,1,full-sequence,bbh_boolean_expressions,151,81,0.536424
emender,reasoning,E97,150500,1232896000,1286589072,1,full-sequence,bbh_causal_judgement,143,66,0.461538
emender,reasoning,E97,150500,1232896000,1286589072,1,full-sequence,bbh_date_understanding,146,35,0.239726
emender,reasoning,E97,150500,1232896000,1286589072,1,full-sequence,bbh_disambiguation_qa,145,50,0.344828
emender,reasoning,E97,150500,1232896000,1286589072,1,full-sequence,bbh_formal_fallacies,147,75,0.510204
emender,reasoning,E97,150500,1232896000,1286589072,1,full-sequence,bbh_logical_deduction_five_objects,146,29,0.198630
emender,reasoning,E97,150500,1232896000,1286589072,1,full-sequence,bbh_logical_deduction_seven_objects,150,21,0.140000
