model,panel,level,step,tokens,params,sf_y_swap,score_mode,category,n,correct,accuracy
gdn2,reasoning,gdn2-mlp,75000,614400000,1286713448,1,full-sequence,bbh_logical_deduction_five_objects,150,27,0.180000
gdn2,reasoning,gdn2-mlp,75000,614400000,1286713448,1,full-sequence,bbh_logical_deduction_seven_objects,149,24,0.161074
gdn2,reasoning,gdn2-mlp,75000,614400000,1286713448,1,full-sequence,bbh_logical_deduction_three_objects,146,49,0.335616
gdn2,reasoning,gdn2-mlp,75000,614400000,1286713448,1,full-sequence,bbh_tracking_shuffled_objects_five_objects,150,28,0.186667
gdn2,reasoning,gdn2-mlp,75000,614400000,1286713448,1,full-sequence,bbh_tracking_shuffled_objects_seven_objects,136,16,0.117647
gdn2,reasoning,gdn2-mlp,75000,614400000,1286713448,1,full-sequence,bbh_tracking_shuffled_objects_three_objects,150,46,0.306667
gdn2,reasoning,gdn2-mlp,75000,614400000,1286713448,1,full-sequence,bbh_web_of_lies,143,64,0.447552
gdn2,reasoning,gdn2-mlp,75000,614400000,1286713448,1,full-sequence,folio,150,54,0.360000
gdn2,reasoning,gdn2-mlp,75000,614400000,1286713448,1,full-sequence,reclor,145,26,0.179310
gdn2,knowledge,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,__overall__,300,92,0.306667
gdn2,knowledge,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,arc_challenge,50,11,0.220000
gdn2,knowledge,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,arc_easy,50,19,0.380000
gdn2,knowledge,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,boolq,50,19,0.380000
gdn2,knowledge,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,hellaswag,50,15,0.300000
gdn2,knowledge,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,openbookqa,50,10,0.200000
gdn2,knowledge,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,sciq,50,18,0.360000
gdn2,reasoning,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,__overall__,2048,626,0.305664
gdn2,reasoning,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,bbh_boolean_expressions,145,60,0.413793
gdn2,reasoning,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,bbh_causal_judgement,146,75,0.513699
gdn2,reasoning,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,bbh_date_understanding,145,27,0.186207
gdn2,reasoning,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,bbh_disambiguation_qa,142,49,0.345070
gdn2,reasoning,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,bbh_formal_fallacies,151,69,0.456954
gdn2,reasoning,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,bbh_logical_deduction_five_objects,150,33,0.220000
gdn2,reasoning,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,bbh_logical_deduction_seven_objects,149,20,0.134228
gdn2,reasoning,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,bbh_logical_deduction_three_objects,146,48,0.328767
gdn2,reasoning,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,bbh_tracking_shuffled_objects_five_objects,150,25,0.166667
gdn2,reasoning,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,bbh_tracking_shuffled_objects_seven_objects,136,17,0.125000
gdn2,reasoning,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,bbh_tracking_shuffled_objects_three_objects,150,49,0.326667
gdn2,reasoning,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,bbh_web_of_lies,143,69,0.482517
gdn2,reasoning,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,folio,150,53,0.353333
gdn2,reasoning,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,reclor,145,32,0.220690
gdn2,knowledge,gdn2-mlp,125000,1024000000,1286713448,1,full-sequence,__overall__,300,109,0.363333
gdn2,knowledge,gdn2-mlp,125000,1024000000,1286713448,1,full-sequence,arc_challenge,50,13,0.260000
gdn2,knowledge,gdn2-mlp,125000,1024000000,1286713448,1,full-sequence,arc_easy,50,23,0.460000
gdn2,knowledge,gdn2-mlp,125000,1024000000,1286713448,1,full-sequence,boolq,50,28,0.560000
gdn2,knowledge,gdn2-mlp,125000,1024000000,1286713448,1,full-sequence,hellaswag,50,13,0.260000
gdn2,knowledge,gdn2-mlp,125000,1024000000,1286713448,1,full-sequence,openbookqa,50,10,0.200000
gdn2,knowledge,gdn2-mlp,125000,1024000000,1286713448,1,full-sequence,sciq,50,22,0.440000
gdn2,reasoning,gdn2-mlp,125000,1024000000,1286713448,1,full-sequence,__overall__,2048,648,0.316406
gdn2,reasoning,gdn2-mlp,125000,1024000000,1286713448,1,full-sequence,bbh_boolean_expressions,145,80,0.551724
gdn2,reasoning,gdn2-mlp,125000,1024000000,1286713448,1,full-sequence,bbh_causal_judgement,146,74,0.506849
gdn2,reasoning,gdn2-mlp,125000,1024000000,1286713448,1,full-sequence,bbh_date_understanding,145,32,0.220690
gdn2,reasoning,gdn2-mlp,125000,1024000000,1286713448,1,full-sequence,bbh_disambiguation_qa,142,46,0.323944
gdn2,reasoning,gdn2-mlp,125000,1024000000,1286713448,1,full-sequence,bbh_formal_fallacies,151,63,0.417219
gdn2,reasoning,gdn2-mlp,125000,1024000000,1286713448,1,full-sequence,bbh_logical_deduction_five_objects,150,36,0.240000
gdn2,reasoning,gdn2-mlp,125000,1024000000,1286713448,1,full-sequence,bbh_logical_deduction_seven_objects,149,25,0.167785
